asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1243,T-Robotics,티로보틱스,117730,KOSDAQ,KR,STOCK
A_1244,LS Tera Yutec,LS티라유텍,322180,KOSDAQ,KR,STOCK
A_1245,CowinTech,코윈테크,282880,KOSDAQ,KR,STOCK
A_1246,Yujin Robot,유진로봇,056080,KOSDAQ,KR,STOCK
A_1247,TXR Robotics,티엑스알로보틱스,484810,KOSDAQ,KR,STOCK
A_1248,Jenix Robotics,제닉스로보틱스,381620,KOSDAQ,KR,STOCK
A_1249,Hyundai Movex,현대무벡스,319400,KOSDAQ,KR,STOCK
A_083,ROBOSTAR,로보스타,090360,KOSDAQ,KR,STOCK
A_1250,Doosan Robotics,두산로보틱스,454910,KOSPI,KR,STOCK
A_1251,Neuromeka,뉴로메카,348340,KOSDAQ,KR,STOCK
A_091,Rainbow Robotics,레인보우로보틱스,277810,KOSDAQ,KR,STOCK
A_979,Koh Young Technology,고영,098460,KOSDAQ,KR,STOCK
A_1252,TIGER Global AI & Robotics INDXX ETF,TIGER 글로벌AI&로보틱스 INDXX,464310,KOSPI,KR,ETF
