asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_374,Apple,애플,AAPL,NASDAQ,US,STOCK
A_232,Taiwan Semiconductor Manufacturing Company,TSMC,2330,TWSE,TW,STOCK
A_686,LG Display,LG디스플레이,034220,KOSPI,KR,STOCK
A_815,BOE Technology Group,BOE,000725,SZSE,CN,STOCK
A_816,Samsung Display,삼성디스플레이(비),,-,KR,PRIVATE
A_085,Samsung Electro-Mechanics,삼성전기,009150,KOSPI,KR,STOCK
A_817,BH,비에이치,090460,KOSDAQ,KR,STOCK
A_462,Daeduck Electronics,대덕전자,353200,KOSPI,KR,STOCK
A_457,Ibiden,이비덴,4062,TSE,JP,STOCK
A_818,Amperex Technology Limited,ATL,,-,HK,PRIVATE
A_819,Desay Battery,Desay,000049,SZSE,CN,STOCK
A_146,Samsung SDI,삼성SDI,006400,KOSPI,KR,STOCK
A_820,Wistron India,위스트론(비),,-,IN,PRIVATE
A_644,Hon Hai Precision Industry,폭스콘,2317,TWSE,TW,STOCK
A_821,Pegatron India,페가트론(비),,-,IN,PRIVATE
A_080,LG Innotek,LG이노텍,011070,KOSPI,KR,STOCK
