asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_038,CJ Freshway,CJ프레시웨이,051500,KOSPI,KR,STOCK
A_464,KoAct KOSDAQ Active ETF,KoAct코스닥액티브ETF,,,KR,ETF
A_465,TIME KOSDAQ Active ETF,TIME코스닥액티브ETF,,,KR,ETF
A_466,Sungho Electronics,성호전자,043260,KOSDAQ,KR,STOCK
A_467,BHI,BHI,083650,KOSDAQ,KR,STOCK
A_468,Sungwoo Hitech,성우하이텍,015750,KOSDAQ,KR,STOCK
A_469,Qurient,큐리언트,115180,KOSDAQ,KR,STOCK
A_470,Lunit,루닛,328130,KOSDAQ,KR,STOCK
A_471,TSE,티에스이,131290,KOSDAQ,KR,STOCK
A_472,ENF Technology,이엔에프테크놀로지,102710,KOSDAQ,KR,STOCK
A_473,HLB,HLB,028300,KOSDAQ,KR,STOCK
A_474,Celltrion Healthcare,셀트리온헬스케어,091990,KOSDAQ,KR,STOCK
A_475,EcoPro BM,에코프로비엠,247540,KOSDAQ,KR,STOCK
