asset_id,theme_id,relation_type,confidence,description
A_108,T_012,THEMED_AS,0.95,SpaceX를 중심으로 한 우주발사체 핵심 테마
A_109,T_012,THEMED_AS,0.95,SpaceX 투자노출(미래에셋벤처투자)
A_110,T_012,THEMED_AS,0.95,SpaceX 투자노출(미래에셋증권)
A_111,T_012,THEMED_AS,0.95,SpaceX 투자·연계 노출(EchoStar)
A_112,T_012,THEMED_AS,0.95,SpaceX 전략적 투자자(Alphabet)
A_113,T_012,THEMED_AS,0.95,SpaceX 금융·투자 노출(Bank of America)
A_114,T_012,THEMED_AS,0.95,SpaceX 공급망(국내 소재·부품)
A_115,T_012,THEMED_AS,0.95,SpaceX 공급망(특수소재)
A_116,T_012,THEMED_AS,0.95,SpaceX 공급망(특수강·합금)
A_117,T_012,THEMED_AS,0.95,SpaceX 공급망(특수합금)
A_118,T_012,THEMED_AS,0.95,SpaceX 경쟁사 비교축(Rocket Lab)
