asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_056,Advanced Micro Devices,AMD,AMD,NASDAQ,US,STOCK
A_058,ARM Holdings,ARM,ARM,NASDAQ,US,STOCK
A_057,Ambarella,Ambarella,AMBA,NASDAQ,US,STOCK
A_086,Sony Group,Sony,SONY,NYSE,US,STOCK
A_060,NXP Semiconductors,NXP,NXPI,NASDAQ,US,STOCK
A_061,STMicroelectronics,STMicro,STM,NYSE,US,STOCK
A_062,Renesas Electronics,Renesas,RNECY,OTC,JP,STOCK
A_197,Infineon Technologies,인피니언테크놀로지스,IFNNY,OTC,US,STOCK
A_198,ROHM,로옴,ROHCY,OTC,US,STOCK
A_189,Texas Instruments,텍사스인스트루먼트,TXN,NASDAQ,US,STOCK
A_237,Synopsys,시놉시스,SNPS,NASDAQ,US,STOCK
A_049,Baidu,바이두,BIDU,NASDAQ,US,STOCK
A_291,Hesai Technology,헤사이테크놀로지,HSAI,NASDAQ,US,STOCK
A_450,iFlytek,아이플라이텍,,,CN,STOCK
A_451,Melexis,멜렉시스,MELE,EURONEXT,BE,STOCK
A_452,Horizon Robotics,호라이즌로보틱스,,,CN,STOCK
A_453,Cadence Design Systems,케이던스,CDNS,NASDAQ,US,STOCK
