asset_id,theme_id,relation_type,confidence,description
A_055,T_055,THEMED_AS,0.95,AI두뇌핵심칩
A_056,T_055,THEMED_AS,0.95,AI연산칩
A_058,T_055,THEMED_AS,0.95,CPU아키텍처
A_057,T_055,THEMED_AS,0.95,비전AI칩
A_086,T_055,THEMED_AS,0.9,이미지센서
A_060,T_055,THEMED_AS,0.9,자동차/로봇반도체
A_061,T_055,THEMED_AS,0.9,전력및센서칩
A_062,T_055,THEMED_AS,0.9,MCU
A_197,T_055,THEMED_AS,0.9,전력반도체
A_198,T_055,THEMED_AS,0.9,전력반도체
A_189,T_055,THEMED_AS,0.9,아날로그칩
A_237,T_055,THEMED_AS,0.9,EDA설계툴
A_453,T_055,THEMED_AS,0.9,EDA설계툴
A_049,T_055,THEMED_AS,0.9,AI플랫폼
A_450,T_055,THEMED_AS,0.9,AI음성/인지
A_451,T_055,THEMED_AS,0.9,센서칩
A_291,T_055,THEMED_AS,0.95,라이다
A_452,T_055,THEMED_AS,0.9,자율주행칩
