asset_id,theme_id,relation_type,confidence,description
A_148,T_035,THEMED_AS,0.95,현대오토에버는 현대차그룹로봇관련주 테마에 포함
A_149,T_035,THEMED_AS,0.95,현대모비스는 현대차그룹로봇관련주 테마에 포함
A_150,T_035,THEMED_AS,0.95,HL만도는 현대차그룹로봇관련주 테마에 포함
A_282,T_035,THEMED_AS,0.95,계양전기는 현대차그룹로봇관련주 테마에 포함
A_004,T_035,THEMED_AS,0.95,현대차는 현대차그룹로봇관련주 테마에 포함
A_290,T_035,THEMED_AS,0.95,삼현은 현대차그룹로봇관련주 테마에 포함
A_289,T_035,THEMED_AS,0.95,모베이스전자는 현대차그룹로봇관련주 테마에 포함
A_288,T_035,THEMED_AS,0.95,에스오에스랩은 현대차그룹로봇관련주 테마에 포함
A_287,T_035,THEMED_AS,0.95,벨로다인은 현대차그룹로봇관련주 테마에 포함
A_082,T_035,THEMED_AS,0.95,로보티즈는 현대차그룹로봇관련주 테마에 포함
A_283,T_035,THEMED_AS,0.95,클로봇은 현대차그룹로봇관련주 테마에 포함
A_285,T_035,THEMED_AS,0.95,보스턴다이내믹스는 현대차그룹로봇관련주 테마에 포함
A_055,T_035,THEMED_AS,0.95,엔비디아는 현대차그룹로봇관련주 테마에 포함
A_242,T_035,THEMED_AS,0.95,인텔은 현대차그룹로봇관련주 테마에 포함
A_286,T_035,THEMED_AS,0.95,ABB는 현대차그룹로봇관련주 테마에 포함
A_100,T_035,THEMED_AS,0.95,슈나이더일렉트릭은 현대차그룹로봇관련주 테마에 포함
