asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_576,Poongsan,풍산,103140,KOSPI,KR,STOCK
A_673,LS Corp,LS,006260,KOSPI,KR,STOCK
A_811,Korea Zinc,고려아연,010130,KOSPI,KR,STOCK
A_065,Global X Copper Miners ETF,COPX,COPX,NYSEARCA,US,ETF
A_1048,LS Cable & System,LS전선(비),,,KR,STOCK
A_1296,Freeport-McMoRan,프리포트맥모란,FCX,NYSE,US,STOCK
A_1297,Southern Copper,서던코퍼,SCCO,NYSE,US,STOCK
A_1298,Zijin Mining,자진마이닝,601899,SSE,CN,STOCK
A_1299,Aurubis,아우루비스,NDA,XETRA,DE,STOCK
A_1300,Igu Industry,이구산업,025820,KOSPI,KR,STOCK
A_1301,Daechang,대창,012800,KOSPI,KR,STOCK
A_1302,LS MnM,LSMnM,,,KR,STOCK
