asset_id,theme_id,relation_type,confidence,description
A_576,T_197,THEMED_AS,0.9,구리합금및방산소재
A_673,T_197,THEMED_AS,0.9,전선및구리밸류체인지주사
A_811,T_197,THEMED_AS,0.9,비철금속및구리관련소재
A_065,T_197,THEMED_AS,0.95,글로벌구리광산ETF
A_1048,T_197,THEMED_AS,0.9,전선사업핵심자회사
A_1296,T_197,THEMED_AS,0.95,글로벌최대구리광산기업
A_1297,T_197,THEMED_AS,0.95,미국대표구리생산기업
A_1298,T_197,THEMED_AS,0.9,중국대표구리생산기업
A_1299,T_197,THEMED_AS,0.9,유럽구리정련기업
A_1300,T_197,THEMED_AS,0.85,구리가공및동제품
A_1301,T_197,THEMED_AS,0.85,동압연및구리제품
A_1302,T_197,THEMED_AS,0.9,구리제련및원재료사업
