asset_id,theme_id,relation_type,confidence,description
A_039,T_034,THEMED_AS,0.9,생성형AI 시대의 데이터/검색 인프라 SW
A_274,T_034,THEMED_AS,0.9,클라우드 데이터웨어하우스 핵심
A_040,T_034,THEMED_AS,0.9,개발/AI 워크로드용 NoSQL DB 핵심
A_275,T_034,THEMED_AS,0.9,데이터+AI 플랫폼(비상장) 핵심 레이어
A_276,T_034,THEMED_AS,0.9,클라우드 관측/모니터링 핵심
A_277,T_034,THEMED_AS,0.9,APM 기반 옵저버빌리티 핵심
A_278,T_034,THEMED_AS,0.9,엣지/보안/네트워크 인프라 핵심
A_279,T_034,THEMED_AS,0.9,ZTNA 기반 보안 인프라 핵심
A_280,T_034,THEMED_AS,0.9,엔드포인트 보안 핵심
A_222,T_034,THEMED_AS,0.9,AI 인프라 저장(스토리지) 최적화
A_281,T_034,THEMED_AS,0.9,마케팅 최적화(광고 SW) 축
