asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_039,Elastic,엘라스틱,ESTC,NYSE,US,STOCK
A_040,MongoDB,몽고DB,MDB,NASDAQ,US,STOCK
A_222,Pure Storage,퓨어스토리지,PSTG,NYSE,US,STOCK
A_274,Snowflake,스노우플레이크,SNOW,NYSE,US,STOCK
A_275,Databricks,데이터브릭스(비),,,US,PRIVATE
A_276,Datadog,데이터독,DDOG,NASDAQ,US,STOCK
A_277,Dynatrace,다이나트레이스,DT,NYSE,US,STOCK
A_278,Cloudflare,클라우드플레어,NET,NYSE,US,STOCK
A_279,Zscaler,지스케일러,ZS,NASDAQ,US,STOCK
A_280,CrowdStrike,크라우드스트라이크,CRWD,NASDAQ,US,STOCK
A_281,AppLovin,앱러빈,APP,NASDAQ,US,STOCK
