asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1487,iShares 20+ Year Treasury Bond ETF,TLT,TLT,NASDAQ,US,ETF
A_1519,iShares 15+ Year Australian Government Bond ETF,Australia gov’t bond long-term ETF,ALTB,ASX,AU,ETF
A_1520,iShares Core Canadian Long Term Bond Index ETF,Canada gov’t bond long-term ETF,XLB,TSX,CA,ETF
A_1521,iShares Core Japan Government Bond ETF,Japan gov’t bond long-term ETF,2561,TSE,JP,ETF
A_1522,SPDR Bloomberg 15+ Year Gilt UCITS ETF,UK gilt long-dated ETF,GLTL,LSE,GB,ETF
A_1523,iShares Germany Govt Bond UCITS ETF,Germany Bund long-dated ETF,SDEU,LSE,DE,ETF
A_1524,iShares € Govt Bond 20yr Target Duration UCITS ETF,Eurozone long-dated gov’t bond ETF,E20Y,SIX,EU,ETF
A_1525,TIGER Mid-long-term Government Bond ETF,TIGER중장기국채,153130,KRX,KR,ETF
A_1526,WisdomTree Brazilian Real Strategy Fund,BZF,BZF,NYSEARCA,US,ETF
A_1527,iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,EMB,NASDAQ,US,ETF
A_1528,VanEck J.P. Morgan EM Local Currency Bond ETF,EMLC,EMLC,NYSEARCA,US,ETF
A_1529,SPDR Bloomberg International Treasury Bond ETF,BWX,BWX,NYSEARCA,US,ETF
