asset_id,theme_id,relation_type,confidence,description
A_055,T_032,THEMED_AS,0.95,핵심 AI 컴퓨팅 GPU
A_049,T_032,THEMED_AS,0.9,중국 AI 플랫폼/컴퓨팅 축
A_051,T_032,THEMED_AS,0.9,중국 AI/클라우드 플랫폼 축
A_052,T_032,THEMED_AS,0.9,중국 AI/플랫폼 생태계 축
A_226,T_032,THEMED_AS,0.9,중국 AI 칩/가속기
A_227,T_032,THEMED_AS,0.9,중국 GPU 생태계(기업)
A_228,T_032,THEMED_AS,0.9,중국 GPU 생태계(기업)
A_229,T_032,THEMED_AS,0.9,중국 GPU 생태계(상장)
A_230,T_032,THEMED_AS,0.9,중국 AI 서버/가속기 축(비상장)
A_260,T_032,THEMED_AS,0.9,중국 파운드리 핵심
A_261,T_032,THEMED_AS,0.9,중국 AI/통신/서버 생태계 축(비상장)
A_262,T_032,THEMED_AS,0.85,중국 반도체 생산 축
A_263,T_032,THEMED_AS,0.85,데이터센터 냉각 인프라 축(비상장)
A_264,T_032,THEMED_AS,0.85,광통신 인프라 축
A_265,T_032,THEMED_AS,0.85,대표 ETF 노출 수단
