asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_050,Alphabet,알파벳,GOOGL,NASDAQ,US,STOCK
A_211,Amazon.com,아마존,AMZN,NASDAQ,US,STOCK
A_296,Walmart,월마트,WMT,NYSE,US,STOCK
A_498,iShares Global Clean Energy ETF,ICLN,ICLN,NASDAQ,US,ETF
A_553,Brookfield Asset Management,브룩필드,BAM,NYSE,US,STOCK
A_754,Plug Power,플러그파워,PLUG,NASDAQ,US,STOCK
A_755,Bloom Energy,블룸에너지,BE,NYSE,US,STOCK
A_825,Ballard Power Systems,발라드파워,BLDP,NASDAQ,US,STOCK
A_826,Equinix,Equinix,EQIX,NASDAQ,US,STOCK
A_827,Invesco WilderHill Clean Energy ETF,PBW,PBW,NYSEARCA,US,ETF
