asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1154,Amorepacific,아모레퍼시픽,090430,KOSPI,KR,STOCK
A_1167,LG Household & Health Care,LG생활건강,051900,KOSPI,KR,STOCK
A_1155,Cosmax,코스맥스,192820,KOSPI,KR,STOCK
A_1156,Kolmar Korea,한국콜마,161890,KOSPI,KR,STOCK
A_1161,SMCG,SMCG,460870,KOSDAQ,KR,STOCK
A_1162,Goodai Global,굿아이글로벌(비),,,KR,PRIVATE
A_1163,d'Alba Global,달바글로벌,483650,KOSPI,KR,STOCK
A_1164,APR,에이피알,278470,KOSPI,KR,STOCK
A_1165,VT,브이티,018290,KOSDAQ,KR,STOCK
A_018,CJ Olive Young,CJ올리브영(비),,,KR,PRIVATE
A_1166,Silicon2,실리콘투,257720,KOSDAQ,KR,STOCK
A_016,CJ Corporation,CJ주식회사,001040,KOSPI,KR,STOCK
