asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_545,LS Electric,LS일렉트릭,010120,KOSPI,KR,STOCK
A_539,OCI Holdings,OCI홀딩스,010060,KOSPI,KR,STOCK
A_578,Vitzro Tech,비츠로테크,042370,KOSDAQ,KR,STOCK
A_655,Daewon Cable,대원전선,006340,KOSPI,KR,STOCK
A_656,Gaon Cable,가온전선,000500,KOSPI,KR,STOCK
A_675,Taihan Cable & Solution,대한전선,001440,KOSPI,KR,STOCK
A_673,LS Corp,LS,006260,KOSPI,KR,STOCK
A_674,LS Marine Solution,LS마린솔루션,060370,KOSDAQ,KR,STOCK
A_1048,LS Cable & System,LS전선(비),,,KR,PRIVATE
A_1049,KBI Metal,KBI메탈,024840,KOSDAQ,KR,STOCK
A_1050,HD Hyundai Electric,HD현대일렉트릭,267260,KOSPI,KR,STOCK
A_1051,Hyosung Heavy Industries,효성중공업,298040,KOSPI,KR,STOCK
A_1052,JeRyong Electric,제룡전기,033100,KOSDAQ,KR,STOCK
A_1053,Iljin Electric,일진전기,103590,KOSPI,KR,STOCK
A_1054,Sanil Electric,산일전기,062040,KOSPI,KR,STOCK
A_1055,KODEX AI Power Core Equipment ETF,KODEX AI전력핵심설비,,,KR,ETF
A_1056,TIGER Korea AI Power Equipment TOP3 Plus ETF,TIGER 코리아AI전력설비TOP3+,,,KR,ETF
A_1057,RISE AI Power Infrastructure ETF,RISE AI전력인프라,,,KR,ETF
