asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_603,POSCO Holdings,포스코홀딩스,005490,KOSPI,KR,STOCK
A_806,POSCO International,포스코인터내셔널,047050,KOSPI,KR,STOCK
A_393,POSCO E&C,포스코이앤씨(비),,,KR,PRIVATE
A_1134,POSCO DX,포스코DX,022100,KOSDAQ,KR,STOCK
A_752,POSCO Future M,포스코퓨처엠,003670,KOSPI,KR,STOCK
A_805,POSCO Mobility Solution,포스코모빌리티솔루션(비),,,KR,PRIVATE
A_1268,POSCO,포스코(비),,,KR,PRIVATE
A_1269,POSCO HY Clean Metal,포스코HY클린메탈(비),,,KR,PRIVATE
A_1270,POSCO Energy,포스코에너지(비),,,KR,PRIVATE
A_1271,ACE POSCO Group ETF,ACE 포스코그룹 ETF,,,KR,ETF
