asset_id,theme_id,relation_type,confidence,description
A_770,T_103,THEMED_AS,0.9,국내양극재기업으로글로벌리튬밸류체인에연결
A_475,T_103,THEMED_AS,0.92,국내양극재핵심기업으로리튬수요증가수혜
A_752,T_103,THEMED_AS,0.92,양극재및리튬밸류체인핵심기업
A_771,T_103,THEMED_AS,0.95,글로벌대표리튬생산기업
A_772,T_103,THEMED_AS,0.95,칠레기반대표리튬생산기업
A_773,T_103,THEMED_AS,0.88,북미리튬개발기업
A_774,T_103,THEMED_AS,0.88,리튬정제및생산기업
A_775,T_103,THEMED_AS,0.9,북미리튬자원개발기업
A_776,T_103,THEMED_AS,0.88,브라질기반리튬생산기업
A_777,T_103,THEMED_AS,0.93,중국대표리튬기업
A_778,T_103,THEMED_AS,0.93,중국대표리튬기업
A_147,T_103,THEMED_AS,0.9,글로벌배터리셀핵심기업
A_779,T_103,THEMED_AS,0.92,글로벌배터리셀핵심기업
