asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_383,Samsung E&A,삼성E&A,028050,KOSPI,KR,STOCK
A_384,Samsung C&T,삼성물산,028260,KOSPI,KR,STOCK
A_385,GS E&C,GS건설,006360,KOSPI,KR,STOCK
A_387,Hyundai E&C,현대건설,000720,KOSPI,KR,STOCK
A_388,Daewoo E&C,대우건설,047040,KOSPI,KR,STOCK
A_658,HD Hyundai Construction Equipment,HD현대건설기계,267270,KOSPI,KR,STOCK
A_661,HD Hyundai Infracore,HD현대인프라코어,042670,KOSPI,KR,STOCK
A_670,LIG Nex1,LIG넥스원,079550,KOSPI,KR,STOCK
A_744,Hyundai Rotem,현대로템,064350,KOSPI,KR,STOCK
A_745,Hanwha Aerospace,한화에어로스페이스,012450,KOSPI,KR,STOCK
A_746,Hanon Systems,한온시스템,018880,KOSPI,KR,STOCK
A_747,Doosan Bobcat,두산밥캣,241560,KOSPI,KR,STOCK
