asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_849,Coweaver,코위버,056360,KOSDAQ,KR,STOCK
A_850,Korea Advanced Materials,한국첨단소재,062970,KOSDAQ,KR,STOCK
A_591,Solid,쏠리드,050890,KOSDAQ,KR,STOCK
A_593,Woorinet,우리넷,115440,KOSDAQ,KR,STOCK
A_851,Xgate,엑스게이트,356680,KOSDAQ,KR,STOCK
A_852,KCS,KCS,115500,KOSDAQ,KR,STOCK
A_853,Dream Security,드림시큐리티,203650,KOSDAQ,KR,STOCK
A_854,iWinPlus,아이윈플러스,123010,KOSDAQ,KR,STOCK
A_855,Photon,포톤,208710,KOSDAQ,KR,STOCK
A_856,ALT,알트,172670,KOSDAQ,KR,STOCK
A_857,QSIAI,큐에스아이,066310,KOSDAQ,KR,STOCK
