asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_900,Hanwha Solutions,한화솔루션,009830,KOSPI,KR,STOCK
A_901,OCI Holdings,OCI홀딩스,010060,KOSPI,KR,STOCK
A_902,HD Hyundai Energy Solutions,HD현대에너지솔루션,322000,KOSPI,KR,STOCK
A_903,SK Eternix,SK이터닉스,,,KR,STOCK
A_904,Shinsung E&G,신성이엔지,011930,KOSPI,KR,STOCK
A_905,Daemyung Energy,대명에너지,389260,KOSDAQ,KR,STOCK
A_906,Hansol Technics,한솔테크닉스,004710,KOSPI,KR,STOCK
A_907,LS Electric,LS일렉트릭,010120,KOSPI,KR,STOCK
A_908,GT Power,지투파워,388050,KOSDAQ,KR,STOCK
A_384,Samsung C&T,삼성물산,028260,KOSPI,KR,STOCK
A_390,Dohwa Engineering,도화엔지니어링,002150,KOSPI,KR,STOCK
