asset_id,theme_id,relation_type,confidence,description
A_538,T_064,THEMED_AS,0.95,태양광셀/모듈(미국) 핵심 기업
A_539,T_064,THEMED_AS,0.95,태양광셀/모듈(미국) 밸류체인 핵심 기업
A_540,T_064,THEMED_AS,0.95,태양광셀/모듈(미국) 관련 기업
A_541,T_064,THEMED_AS,0.90,발전소 개발/EPC 관련 기업
A_542,T_064,THEMED_AS,0.90,발전소 개발/EPC 관련 기업
A_543,T_064,THEMED_AS,0.90,태양광셀/모듈(미국) 관련 기업
A_544,T_064,THEMED_AS,0.90,태양광셀/모듈(미국) 관련 기업
A_545,T_064,THEMED_AS,0.95,인버터/그리드 핵심 기업
A_546,T_064,THEMED_AS,0.95,인버터/그리드 관련 기업
A_384,T_064,THEMED_AS,0.88,발전소 개발/EPC 관련 기업
A_390,T_064,THEMED_AS,0.90,발전소 개발/EPC 엔지니어링 핵심 기업
