asset_id,theme_id,relation_type,confidence,description
A_217,T_133,THEMED_AS,0.99,테마의 중심 기업
A_941,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_461,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_942,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_943,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_107,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_944,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_945,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_946,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_947,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_948,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
A_949,T_133,THEMED_AS,0.90,이미지에 표시된 SK하이닉스 밸류체인 종목
