asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1142,GKL,GKL,114090,KOSPI,KR,STOCK
A_1143,Paradise,파라다이스,034230,KOSDAQ,KR,STOCK
A_1144,Hotel Shilla,신라호텔,008770,KOSPI,KR,STOCK
A_1145,Krafton,크래프톤,259960,KOSPI,KR,STOCK
A_1146,Nexon,넥슨,225570,KOSDAQ,KR,STOCK
A_1147,NCSoft,엔씨소프트,036570,KOSPI,KR,STOCK
A_1148,HYBE,하이브,352820,KOSPI,KR,STOCK
A_1149,JYP Entertainment,JYP,035900,KOSDAQ,KR,STOCK
A_1150,SM Entertainment,SM엔터,041510,KOSDAQ,KR,STOCK
A_1151,YG Entertainment,YG엔터,122870,KOSDAQ,KR,STOCK
A_1152,Studio Dragon,스튜디오드래곤,253450,KOSDAQ,KR,STOCK
A_1153,ContentreeJoongAng,콘텐트리중앙,036420,KOSDAQ,KR,STOCK
A_1154,Amorepacific,아모레퍼시픽,090430,KOSPI,KR,STOCK
A_1155,Cosmax,코스맥스,192820,KOSPI,KR,STOCK
A_1156,Kolmar Korea,한국콜마,161890,KOSPI,KR,STOCK
