asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_513,NAVER Corporation,NAVER,035420,KOSPI,KR,STOCK
A_514,Kakao,카카오,035720,KOSPI,KR,STOCK
A_051,Alibaba,알리바바,BABA,NYSE,US,STOCK
A_328,Walt Disney,디즈니,DIS,NYSE,US,STOCK
A_515,Kakao Pay,카카오페이,377300,KOSPI,KR,STOCK
A_516,KakaoBank,카카오뱅크,323410,KOSPI,KR,STOCK
A_1070,Webtoon Entertainment,웹툰엔터테인먼트,WBTN,NASDAQ,US,STOCK
A_1071,TIGER Internet TOP10 ETF,TIGER 인터넷 TOP10,365000,KRX,KR,ETF
A_1072,Poshmark,포쉬마크(비),,,US,STOCK
A_1073,Wattpad,왓패드(비),,,CA,STOCK
A_1074,SODA,소다(비),,,KR,STOCK
A_1075,Naver Financial,네이버파이낸셜(비),,,KR,STOCK
A_1076,Kakao Entertainment,카카오엔터테인먼트(비),,,KR,STOCK
A_1077,Kakao Games,카카오게임즈,293490,KOSDAQ,KR,STOCK
