asset_id,theme_id,relation_type,confidence,description
A_402,T_050,THEMED_AS,0.93,AI공포트레이드 관련 금융 수혜주
A_403,T_050,THEMED_AS,0.92,AI공포트레이드 관련 금융 수혜주
A_404,T_050,THEMED_AS,0.92,AI공포트레이드 관련 금융 수혜주
A_405,T_050,THEMED_AS,0.93,AI공포트레이드 관련 부동산 서비스주
A_406,T_050,THEMED_AS,0.93,AI공포트레이드 관련 부동산 서비스주
A_407,T_050,THEMED_AS,0.93,AI공포트레이드 관련 부동산 서비스주
A_408,T_050,THEMED_AS,0.94,AI공포트레이드 관련 소프트웨어주
A_044,T_050,THEMED_AS,0.95,AI공포트레이드 관련 소프트웨어주
A_046,T_050,THEMED_AS,0.95,AI공포트레이드 관련 소프트웨어주
A_409,T_050,THEMED_AS,0.92,AI공포트레이드 관련 물류주
A_410,T_050,THEMED_AS,0.93,AI공포트레이드 관련 물류주
A_411,T_050,THEMED_AS,0.92,AI공포트레이드 관련 물류주
A_412,T_050,THEMED_AS,0.93,AI공포트레이드 관련 물류주
