asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1136,Lotte Energy Materials,롯데에너지머티리얼즈,020150,KOSPI,KR,STOCK
A_1226,Lotte Insurance,롯데손해보험,000400,KOSPI,KR,STOCK
A_1361,Lotte Chemical,롯데케미칼,011170,KOSPI,KR,STOCK
A_1366,Lotte Fine Chemical,롯데정밀화학,004000,KOSPI,KR,STOCK
A_1395,Lotte Holdings,롯데지주,004990,KOSPI,KR,STOCK
A_1396,Lotte Wellfood,롯데웰푸드,280360,KOSPI,KR,STOCK
A_1397,Lotte Chilsung Beverage,롯데칠성음료,005300,KOSPI,KR,STOCK
A_1398,Lotte Shopping,롯데쇼핑,023530,KOSPI,KR,STOCK
A_1399,Lotte Innovate,롯데이노베이트,286940,KOSPI,KR,STOCK
A_1400,Lotte Himart,롯데하이마트,071840,KOSPI,KR,STOCK
A_1401,Lotte REIT,롯데리츠,330590,KOSPI,KR,STOCK
