asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_489,Cheniere Energy,셰니에르에너지,LNG,NYSE,US,STOCK
A_487,EQT Corporation,EQT,EQT,NYSE,US,STOCK
A_490,Kinder Morgan,킨더모건,KMI,NYSE,US,STOCK
A_491,Williams Companies,윌리엄스,WMB,NYSE,US,STOCK
A_492,Chart Industries,차트인더스트리즈,GTLS,NYSE,US,STOCK
A_493,TechnipFMC,테크닙FMC,FTI,NYSE,GB,STOCK
A_494,Fluor,플루어,FLR,NYSE,US,STOCK
A_495,Golar LNG,골라LNG,GLNG,NASDAQ,BM,STOCK
A_496,Flex LNG,플렉스LNG,FLNG,NYSE,BM,STOCK
A_497,VENT,VENT,VENT,,,ETF
A_498,iShares Global Clean Energy ETF,ICLN,ICLN,NASDAQ,US,ETF
A_499,SparkChange Physical Carbon EUA ETC,CO2P,CO2P,LSE,GB,ETF
A_500,iShares Global Clean Energy Transition UCITS ETF,INRG,INRG,LSE,GB,ETF
A_501,WisdomTree Renewable Energy UCITS ETF,WREN,WREN,LSE,GB,ETF
