asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_938,First Trust Cloud Computing ETF,SKYY,SKYY,NASDAQ,US,ETF
A_939,Global X Cybersecurity ETF,BUG,BUG,NASDAQ,US,ETF
A_144,ARK Autonomous Technology & Robotics ETF,ARKQ,ARKQ,NYSEARCA,US,ETF
A_940,Defiance Quantum ETF,QTUM,QTUM,NYSEARCA,US,ETF
A_211,Amazon.com,아마존,AMZN,NASDAQ,US,STOCK
A_274,Snowflake,스노우플레이크,SNOW,NYSE,US,STOCK
A_210,Microsoft,마이크로소프트,MSFT,NASDAQ,US,STOCK
A_935,Fortinet,포티넷,FTNT,NASDAQ,US,STOCK
A_280,CrowdStrike,크라우드스트라이크,CRWD,NASDAQ,US,STOCK
A_506,Palo Alto Networks,팔로알토네트웍스,PANW,NASDAQ,US,STOCK
A_801,IonQ,아이온큐,IONQ,NYSE,US,STOCK
A_936,Rigetti Computing,리게티,RGTI,NASDAQ,US,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_270,Kratos Defense & Security Solutions,크라토스,KTOS,NASDAQ,US,STOCK
A_937,Trimble,트림블,TRMB,NASDAQ,US,STOCK
A_002,Tesla,테슬라,TSLA,NASDAQ,US,STOCK
