asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_167,GE Vernova,GE버노바,GEV,NYSE,US,STOCK
A_161,Doosan Enerbility,두산에너빌리티,034020,KOSPI,KR,STOCK
A_1466,LS Electric,LS일렉트릭,010120,KOSPI,KR,STOCK
A_1051,Hyosung Heavy Industries,효성중공업,298040,KOSPI,KR,STOCK
A_1467,Siemens Energy,지멘스에너지,ENR,XETRA,DE,STOCK
A_1050,HD Hyundai Electric,HD현대일렉트릭,267260,KOSPI,KR,STOCK
A_1468,Hitachi Energy,히타치에너지(비),,,JP,PRIVATE
A_1469,Vestas Wind Systems,베스타스,VWS,CPH,DK,STOCK
A_1470,Fluence Energy,플루언스에너지,FLNC,NASDAQ,US,STOCK
A_1471,Global X US Infrastructure Dev ETF,PAVE,PAVE,NYSEARCA,US,ETF
A_1472,Industrial Select Sector SPDR Fund,XLI,XLI,NYSEARCA,US,ETF
A_1473,First Trust NASDAQ Clean Edge Smart GRID ETF,GRID,GRID,NASDAQ,US,ETF
A_1474,Mitsubishi Power,미츠비시파워(비),,,US,PRIVATE
