asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_779,CATL,CATL,300750,SZSE,CN,STOCK
A_752,POSCO Future M,포스코퓨처엠,003670,KOSPI,KR,STOCK
A_475,EcoPro BM,에코프로비엠,247540,KOSDAQ,KR,STOCK
A_907,Wonik IPS,원익IPS,240810,KOSDAQ,KR,STOCK
A_1023,Enchem,엔켐,348370,KOSDAQ,KR,STOCK
A_1024,Soulbrain,솔브레인,357780,KOSDAQ,KR,STOCK
A_1025,Cheonbo,천보,278280,KOSDAQ,KR,STOCK
A_1026,Hanmi Semiconductor,한미반도체,042700,KOSPI,KR,STOCK
A_1027,SK IE Technology,SK아이이테크놀로지,361610,KOSPI,KR,STOCK
A_1028,PNT,피엔티,137400,KOSDAQ,KR,STOCK
