asset_id,theme_id,relation_type,confidence,description
A_554,T_066,THEMED_AS,0.95,해상풍력 하부구조 및 해양 구조물 핵심 기업
A_545,T_066,THEMED_AS,0.90,해상풍력 전력 인프라 및 계통 관련 기업
A_555,T_066,THEMED_AS,0.90,해상풍력 설치선 및 해양플랜트 연계 기업
A_556,T_066,THEMED_AS,0.89,해상풍력 구조물 및 기자재 관련 기업
A_557,T_066,THEMED_AS,0.95,해상풍력 타워 및 EPC 핵심 기업
A_558,T_066,THEMED_AS,0.90,해상풍력 타워 및 구조물 관련 기업
A_559,T_066,THEMED_AS,0.89,풍력 베어링 핵심 부품 기업
A_311,T_066,THEMED_AS,0.92,일본 풍력/중공업 대표 기업
A_560,T_066,THEMED_AS,0.96,글로벌 풍력 터빈 대표 기업
A_561,T_066,THEMED_AS,0.88,미국 해상풍력 개발 관련 기업
A_562,T_066,THEMED_AS,0.93,유럽 해상풍력 개발 핵심 기업
A_563,T_066,THEMED_AS,0.94,글로벌 해상풍력 개발 대표 기업
