asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_109,Mirae Asset Venture Investment,미래에셋벤처투자,100790,KOSDAQ,KR,STOCK
A_137,SpaceX,스페이스X(비),,,US,PRIVATE
A_351,Dunamu,두나무(비),,,KR,PRIVATE
A_352,Woori Technology Investment,우리기술투자,041190,KOSDAQ,KR,STOCK
A_353,Now IB,나우IB,293580,KOSDAQ,KR,STOCK
A_354,HB Investment,HB인베스트먼트,440290,KOSDAQ,KR,STOCK
A_355,Atinum Investment,에이티넘인베스트,021080,KOSDAQ,KR,STOCK
A_356,AJU IB Investment,아주IB투자,027360,KOSDAQ,KR,STOCK
A_357,Woori Venture Partners,우리벤처파트너스,298870,KOSDAQ,KR,STOCK
A_358,DSC Investment,DSC인베스트먼트,241520,KOSDAQ,KR,STOCK
A_359,Company K Partners,컴퍼니케이파트너스,307930,KOSDAQ,KR,STOCK
A_360,TS Investment,TS인베스트먼트,246690,KOSDAQ,KR,STOCK
A_361,SV Investment,SV인베스트먼트,289080,KOSDAQ,KR,STOCK
A_362,Lindeman Asia Investment,린드먼아시아,277070,KOSDAQ,KR,STOCK
A_363,Daesung Private Equity,대성창투,027830,KOSDAQ,KR,STOCK
A_364,Capstone Partners,캡스톤파트너스,452300,KOSDAQ,KR,STOCK
