asset_id,theme_id,relation_type,confidence,description
A_109,T_043,THEMED_AS,0.95,국내 대표 VC 상장사
A_352,T_043,THEMED_AS,0.95,국내 대표 VC 상장사
A_353,T_043,THEMED_AS,0.92,국내 VC 상장사
A_354,T_043,THEMED_AS,0.92,국내 VC 상장사
A_355,T_043,THEMED_AS,0.95,국내 대표 VC 상장사
A_356,T_043,THEMED_AS,0.95,국내 대표 VC 상장사
A_357,T_043,THEMED_AS,0.92,국내 VC 상장사
A_358,T_043,THEMED_AS,0.92,국내 VC 상장사
A_359,T_043,THEMED_AS,0.92,국내 VC 상장사
A_360,T_043,THEMED_AS,0.92,국내 VC 상장사
A_361,T_043,THEMED_AS,0.92,국내 VC 상장사
A_362,T_043,THEMED_AS,0.92,국내 VC 상장사
A_363,T_043,THEMED_AS,0.90,국내 VC 상장사
A_364,T_043,THEMED_AS,0.90,국내 VC 상장사
