asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_373,Meta Platforms,메타,META,NASDAQ,US,STOCK
A_099,Vertiv,버티브,VRT,NYSE,US,STOCK
A_396,Cummins,커민스,CMI,NYSE,US,STOCK
A_218,Micron Technology,마이크론,MU,NASDAQ,US,STOCK
A_217,SK hynix,SK하이닉스,000660,KOSPI,KR,STOCK
A_088,Samsung Electronics,삼성전자,005930,KOSPI,KR,STOCK
A_239,Nebius Group N.V.,네비우스,NBIS,NASDAQ,NL,STOCK
A_056,Advanced Micro Devices,AMD,AMD,NASDAQ,US,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_240,CoreWeave Inc.,코어위브,CRWV,NASDAQ,US,STOCK
A_058,ARM Holdings,ARM,ARM,NASDAQ,US,STOCK
