asset_id,theme_id,relation_type,confidence,description
A_570,T_068,THEMED_AS,0.95,방산 임베디드·전장 컴퓨팅 핵심
A_571,T_068,THEMED_AS,0.90,방산 기동·화력 플랫폼 관련
A_572,T_068,THEMED_AS,0.94,방산 구동·유압·기동 부품 핵심
A_573,T_068,THEMED_AS,0.93,변속·구동계 핵심
A_574,T_068,THEMED_AS,0.93,엔진 계열 핵심
A_575,T_068,THEMED_AS,0.92,방탄·장갑 소재 핵심
A_576,T_068,THEMED_AS,0.90,탄약·금속 소재 핵심
A_577,T_068,THEMED_AS,0.90,항공 구조물 및 우주 부품 관련
A_578,T_068,THEMED_AS,0.88,유도무기·전원/전자 계열 관련
A_579,T_068,THEMED_AS,0.92,RF·레이더 핵심
A_580,T_068,THEMED_AS,0.94,EO/IR·레이더 센서 핵심
