asset_id,theme_id,relation_type,confidence,description
A_513,T_062,THEMED_AS,0.95,디지털자산 제도화 관련 플랫폼 수혜 가능성
A_352,T_062,THEMED_AS,0.95,가상자산 투자 생태계 간접 수혜
A_514,T_062,THEMED_AS,0.95,디지털 금융/플랫폼 연계 수혜 가능성
A_515,T_062,THEMED_AS,0.95,전자결제 및 디지털자산 결제 인프라 연계
A_516,T_062,THEMED_AS,0.95,디지털 금융 제도화 수혜 가능성
A_517,T_062,THEMED_AS,0.95,전자금융 인프라 수혜 가능성
A_215,T_062,THEMED_AS,0.90,디지털자산 제도화 관련 IT 인프라 수혜 가능성
A_518,T_062,THEMED_AS,0.95,결제 게이트웨이 수혜 가능성
A_519,T_062,THEMED_AS,0.95,휴대폰 결제/전자결제 수혜 가능성
A_520,T_062,THEMED_AS,0.95,전자결제/디지털자산 결제 연계 기대
A_521,T_062,THEMED_AS,0.90,보안 인증 수혜 가능성
A_522,T_062,THEMED_AS,0.95,모바일 인증/보안 수혜 가능성
A_523,T_062,THEMED_AS,0.90,보안/블록체인 인프라 수혜 가능성
