asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_098,Green Revolution Cooling,그린레볼루션쿨링,,,,PRIVATE
A_099,Vertiv,버티브,VRT,NYSE,US,STOCK
A_100,Schneider Electric,슈나이더일렉트릭,SU,EURONEXT,FR,STOCK
A_101,Delta Electronics,델타일렉트로닉스,2308,TWSE,TW,STOCK
A_102,Fujitsu,후지쯔,6702,TSE,JP,STOCK
A_103,SK Innovation,SK이노베이션,096770,KOSPI,KR,STOCK
A_104,LG Electronics,LG전자,066570,KOSPI,KR,STOCK
A_105,LG Uplus,LG유플러스,032640,KOSPI,KR,STOCK
A_106,GS Caltex,GS칼텍스,,,,PRIVATE
A_107,GST,지에스티,083450,KOSDAQ,KR,STOCK
A_108,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
