asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_110,Mirae Asset Securities,미래에셋증권,006800,KOSPI,KR,STOCK
A_982,Samsung Securities,삼성증권,016360,KOSPI,KR,STOCK
A_983,SK Securities,SK증권,001510,KOSPI,KR,STOCK
A_984,Daishin Securities,대신증권,003540,KOSPI,KR,STOCK
A_985,NH Investment & Securities,NH투자증권,005940,KOSPI,KR,STOCK
A_986,Kiwoom Securities,키움증권,039490,KOSDAQ,KR,STOCK
A_987,Meritz Securities,메리츠증권,008560,KOSPI,KR,STOCK
A_988,Korea Investment Holdings,한국금융지주,071050,KOSPI,KR,STOCK
A_989,KODEX Securities ETF,KODEX증권,091220,KRX,KR,ETF
A_990,TIGER Securities ETF,TIGER증권,091230,KRX,KR,ETF
A_991,KBSTAR Financial Holdings ETF,KBSTAR금융지주,105790,KRX,KR,ETF
A_992,TIGER High Dividend ETF,TIGER금융고배당,166400,KRX,KR,ETF
A_137,SpaceX,스페이스X(비),,,,PRIVATE
