asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_050,Alphabet,알파벳,GOOGL,NASDAQ,US,STOCK
A_211,Amazon.com,아마존,AMZN,NASDAQ,US,STOCK
A_210,Microsoft,마이크로소프트,MSFT,NASDAQ,US,STOCK
A_801,IonQ,아이온큐,IONQ,NYSE,US,STOCK
A_936,Rigetti Computing,리게티컴퓨팅,RGTI,NASDAQ,US,STOCK
A_940,Defiance Quantum ETF,QTUM,QTUM,NYSEARCA,US,ETF
A_1139,D-Wave Quantum,디웨이브,QBTS,NYSE,US,STOCK
A_1140,Arqit Quantum,아르킷퀀텀,ARQQ,NASDAQ,US,STOCK
A_1141,Ralliant,랠리언트,RAL,NYSE,US,STOCK
