asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_644,Hon Hai Precision Industry,폭스콘,2317,TWSE,TW,STOCK
A_416,Dell Technologies,델테크놀로지스,DELL,NYSE,US,STOCK
A_224,Lenovo Group,레노보,0992,HKEX,HK,STOCK
A_374,Apple,애플,AAPL,NASDAQ,US,STOCK
A_211,Amazon.com,아마존,AMZN,NASDAQ,US,STOCK
A_210,Microsoft,마이크로소프트,MSFT,NASDAQ,US,STOCK
A_050,Alphabet,알파벳,GOOGL,NASDAQ,US,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_872,KraneShares CSI China Internet ETF,KWEB,KWEB,NYSEARCA,US,ETF
A_938,First Trust Cloud Computing ETF,SKYY,SKYY,NASDAQ,US,ETF
A_1058,Global X China Cloud Computing ETF,Global X China Cloud Computing ETF,2826,HKEX,HK,ETF
