asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_088,Samsung Electronics,삼성전자,"005930",KOSPI,KR,STOCK
A_089,Samsung Electro-Mechanics,삼성전기,"009150",KOSPI,KR,STOCK
A_090,Samsung Heavy Industries,삼성중공업,"010140",KOSPI,KR,STOCK
A_091,Rainbow Robotics,레인보우로보틱스,"277810",KOSDAQ,KR,STOCK
A_092,SPG,에스피지,"058610",KOSDAQ,KR,STOCK
A_093,CMES,씨메스,"475400",KOSDAQ,KR,STOCK
A_094,Woorim PTS,우림피티에스,"101170",KOSDAQ,KR,STOCK
A_095,Intops,인탑스,"049070",KOSDAQ,KR,STOCK
A_096,ELENSYS,이랜시스,"264850",KOSDAQ,KR,STOCK
A_097,Tesla,테슬라,"TSLA",NASDAQ,US,STOCK

