asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1041,Airbus,에어버스,AIR,Euronext,EU,STOCK
A_1042,Saab,사브,SAAB-B,OMX,SE,STOCK
A_1043,Thales Group,탈레스,HO,EURONEXT,FR,STOCK
A_1044,Leonardo,레오나르도,LDO,EURONEXT,IT,STOCK
A_1045,Rheinmetall,라인메탈,RHM,XETRA,DE,STOCK
A_207,BAE Systems,BAE시스템즈,BA.,LSE,UK,STOCK
A_162,Rolls-Royce Holdings,롤스로이스홀딩스,RR.,LSE,GB,STOCK
A_419,RTX Corporation,RTX,RTX,NYSE,US,STOCK
A_1046,iShares Europe Defense ETF,iSharesEuropeDefenseETF,,,US,ETF
A_1047,VanEck Defense ETF,VanEckDefenseETF,,,US,ETF
A_504,SPDR S&P Aerospace & Defense ETF,XAR,XAR,NYSEARCA,US,ETF
