asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_211,Amazon.com,아마존,AMZN,NASDAQ,US,STOCK
A_019,Coupang,쿠팡,CPNG,NYSE,US,STOCK
A_366,Sea Limited,씨그룹,SE,NYSE,US,STOCK
A_350,SoFi Technologies,소파이,SOFI,NASDAQ,US,STOCK
A_367,MercadoLibre,메르카도리브레,MELI,NASDAQ,US,STOCK
A_278,Cloudflare,클라우드플레어,NET,NYSE,US,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_118,Rocket Lab,로켓랩,RKLB,NASDAQ,US,STOCK
A_365,Nu Holdings,Nu홀딩스,NU,NYSE,US,STOCK
A_748,PDD Holdings,PDD홀딩스,PDD,NASDAQ,US,STOCK
A_749,Spotify Technology,스포티파이,SPOT,NYSE,US,STOCK
