asset_id,theme_id,relation_type,confidence,description
A_217,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(메모리/서버수요)
A_088,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(메모리/서버수요)
A_232,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(파운드리/공급망)
A_055,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(연산/GPU)
A_051,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(클라우드/AI서비스)
A_052,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(클라우드/AI서비스)
A_049,T_026,THEMED_AS,0.90,딥시크 모멘텀 수혜(클라우드/AI서비스)
A_226,T_026,THEMED_AS,0.90,중국 로컬 AI칩 모멘텀
A_227,T_026,THEMED_AS,0.90,중국 로컬 AI칩 모멘텀
A_228,T_026,THEMED_AS,0.90,중국 로컬 AI칩 모멘텀
A_229,T_026,THEMED_AS,0.90,중국 로컬 AI칩 모멘텀
A_230,T_026,THEMED_AS,0.90,중국 로컬 AI칩 모멘텀
A_231,T_026,THEMED_AS,0.90,중국 로컬 서버/인프라 모멘텀
