asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_161,Doosan Enerbility,두산에너빌리티,034020,KOSPI,KR,STOCK
A_167,GE Vernova,GE버노바,GEV,NYSE,US,STOCK
A_256,Siemens,지멘스,SIEGY,OTC,US,STOCK
A_305,Howmet Aerospace,하우멧에어로스페이스,HWM,NYSE,US,STOCK
A_306,Woodward,우드워드,WWD,NASDAQ,US,STOCK
A_307,GE Aerospace,GE에어로스페이스,GE,NYSE,US,STOCK
A_308,FTAI Aviation,FTAI에비에이션,FTAI,NASDAQ,US,STOCK
A_309,Baker Hughes,베이커휴즈,BKR,NASDAQ,US,STOCK
A_310,Caterpillar,캐터필라,CAT,NYSE,US,STOCK
A_311,Mitsubishi Heavy Industries,미쓰비시중공업,7011,TSE,JP,STOCK
