asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_153,Xiaomi,샤오미,XIACY,OTC,US,STOCK
A_374,Apple,애플,AAPL,NASDAQ,US,STOCK
A_002,Tesla,테슬라,TSLA,NASDAQ,US,STOCK
A_085,Samsung Electro-Mechanics,삼성전기,009150,KOSPI,KR,STOCK
A_088,Samsung Electronics,삼성전자,005930,KOSPI,KR,STOCK
A_413,Broadcom,브로드컴,AVGO,NASDAQ,US,STOCK
A_242,Intel,인텔,INTC,NASDAQ,US,STOCK
A_004,Hyundai Motor,현대차,005380,KOSPI,KR,STOCK
A_005,Kia,기아차,000270,KOSPI,KR,STOCK
A_763,Murata Manufacturing,무라타,6981,TSE,JP,STOCK
A_080,LG Innotek,LG이노텍,011070,KOSPI,KR,STOCK
