asset_id,theme_id,relation_type,confidence,description
A_294,T_036,THEMED_AS,0.95,테마 기준(골드만삭스 리포트 관점) 대표 수혜주
A_293,T_036,THEMED_AS,0.95,AI로 생산성 개선→금융 대형사의 비용/리스크 관리 효율화
A_295,T_036,THEMED_AS,0.95,AI로 생산성 개선→금융 대형사의 비용/리스크 관리 효율화
A_113,T_036,THEMED_AS,0.95,AI로 생산성 개선→금융 대형사의 비용/리스크 관리 효율화
A_296,T_036,THEMED_AS,0.95,AI로 운영/재고/가격 최적화→대형 리테일 생산성 개선
A_297,T_036,THEMED_AS,0.95,AI로 수요예측/공급망/매장운영 효율화
A_211,T_036,THEMED_AS,0.95,AI로 리테일+물류+클라우드 운영 효율 극대화
A_298,T_036,THEMED_AS,0.95,AI로 물류/배송 네트워크 최적화→운송 생산성 개선
A_299,T_036,THEMED_AS,0.95,AI로 물류/배송 네트워크 최적화→운송 생산성 개선
A_300,T_036,THEMED_AS,0.95,AI로 주문/매장운영/수요예측 효율화→식음료 서비스 생산성 개선
A_301,T_036,THEMED_AS,0.95,AI 기반 운영 효율화→식음료 서비스 생산성 개선
A_302,T_036,THEMED_AS,0.95,AI 기반 운영 효율화→식음료 서비스 생산성 개선
A_303,T_036,THEMED_AS,0.95,AI로 청구/심사/상담 자동화→헬스케어 서비스 생산성 개선
A_304,T_036,THEMED_AS,0.95,AI로 병원 운영/업무 자동화→헬스케어 서비스 생산성 개선
