asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_994,Rambus,램버스,RMBS,NASDAQ,US,STOCK
A_995,Astera Labs,아스테라랩스,ALAB,NASDAQ,US,STOCK
A_062,Renesas Electronics,Renesas,RNECY,OTC,JP,STOCK
A_996,Montage Technology,몬타지테크놀로지,MNTGY,OTC,CN,STOCK
A_231,Inspur Group,인스퍼,000977,SZSE,CN,STOCK
A_224,Lenovo Group,레노보,0992,HKEX,HK,STOCK
A_261,Huawei Technologies,화웨이(비),,,CN,PRIVATE
A_997,Global X China Semiconductor ETF,GlobalXChinaSemiconductorETF,3191,HKEX,HK,ETF
A_998,Advanced Micro-Fabrication Equipment Inc. China,AdvancedMicroFabricationEquipment,688012,SSE,CN,STOCK
A_999,GigaDevice Semiconductor,GigaDevice,603986,SSE,CN,STOCK
A_1000,NAURA Technology Group,NAURATechnologyGroup,002371,SZSE,CN,STOCK
A_260,Semiconductor Manufacturing International Corporation,SMIC,0981,HKEX,CN,STOCK
