asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_063,SPDR Gold Shares,GLD,GLD,NYSE Arca,US,ETF
A_064,iShares Silver Trust,SLV,SLV,NYSE Arca,US,ETF
A_065,Global X Copper Miners ETF,COPX,COPX,NYSE Arca,US,ETF
A_066,Global X Lithium & Battery Tech ETF,LIT,LIT,NYSE Arca,US,ETF
A_067,United States Zinc ETF,ZINC,ZINC,NYSE Arca,US,ETF
A_068,USCF Aluminum Strategy Fund,ALUM,ALUM,NYSE Arca,US,ETF
A_069,Global X Uranium ETF,URA,URA,NYSE Arca,US,ETF
A_070,United States Oil Fund,USO,USO,NYSE Arca,US,ETF
A_071,United States Brent Oil Fund,BNO,BNO,NYSE Arca,US,ETF
A_072,VanEck Rare Earth and Strategic Metals ETF,REMX,REMX,NYSE Arca,US,ETF
