asset_id,theme_id,relation_type,confidence,description
A_1001,T_146,THEMED_AS,0.95,글로벌 빅파마 핵심 기업
A_1002,T_146,THEMED_AS,0.95,글로벌 빅파마 핵심 기업
A_1003,T_146,THEMED_AS,0.95,글로벌 빅파마 핵심 기업
A_1004,T_146,THEMED_AS,0.95,글로벌 빅파마 핵심 기업
A_1005,T_146,THEMED_AS,0.95,글로벌 빅파마 핵심 기업
A_1006,T_146,THEMED_AS,0.95,글로벌 빅파마 핵심 기업
A_1007,T_146,THEMED_AS,0.9,상업화 단계 중형 바이오
A_1008,T_146,THEMED_AS,0.9,상업화 단계 중형 바이오
A_1009,T_146,THEMED_AS,0.9,상업화 단계 중형 바이오
A_1010,T_146,THEMED_AS,0.9,상업화 단계 중형 바이오
A_1015,T_146,THEMED_AS,0.9,상업화 단계 중형 바이오
A_1011,T_146,THEMED_AS,0.85,임상 단계 바이오
A_1012,T_146,THEMED_AS,0.85,임상 단계 바이오
A_1013,T_146,THEMED_AS,0.85,임상 단계 바이오
A_1014,T_146,THEMED_AS,0.85,임상 단계 바이오
A_1016,T_146,THEMED_AS,0.9,바이오 산업 대표 ETF
