asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1001,Regeneron Pharmaceuticals,리제네론,REGN,NASDAQ,US,STOCK
A_1002,Biogen,바이오젠,BIIB,NASDAQ,US,STOCK
A_1003,Vertex Pharmaceuticals,버텍스,VRTX,NASDAQ,US,STOCK
A_1004,Amgen,암젠,AMGN,NASDAQ,US,STOCK
A_1005,Gilead Sciences,길리어드,GILD,NASDAQ,US,STOCK
A_1006,AbbVie,애브비,ABBV,NYSE,US,STOCK
A_1007,BioMarin Pharmaceutical,바이오마린,BMRN,NASDAQ,US,STOCK
A_1008,Halozyme Therapeutics,할로자임,HALO,NASDAQ,US,STOCK
A_1009,Exelixis,엑셀릭시스,EXEL,NASDAQ,US,STOCK
A_1010,Neurocrine Biosciences,뉴로크라인,NBIX,NASDAQ,US,STOCK
A_1011,Madrigal Pharmaceuticals,마드리갈,MDGL,NASDAQ,US,STOCK
A_1012,Revolution Medicines,레볼루션메디슨스,RVMD,NASDAQ,US,STOCK
A_1013,Dyne Therapeutics,다인테라퓨틱스,DYNE,NASDAQ,US,STOCK
A_1014,BridgeBio Pharma,브리지바이오,BBIO,NASDAQ,US,STOCK
A_1015,United Therapeutics,유나이티드테라퓨틱스,UTHR,NASDAQ,US,STOCK
A_1016,SPDR S&P Biotech ETF,XBI,XBI,NYSEARCA,US,ETF
