asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_413,Broadcom,브로드컴,AVGO,NASDAQ,US,STOCK
A_398,Arista Networks,아리스타네트웍스,ANET,NYSE,US,STOCK
A_399,Coherent,코히어런트,COHR,NYSE,US,STOCK
A_400,Lumentum Holdings,루멘텀,LITE,NASDAQ,US,STOCK
A_199,Ciena,시에나,CIEN,NYSE,US,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_232,Taiwan Semiconductor Manufacturing Company,TSMC,2330,TWSE,TW,STOCK
A_909,Ayar Labs,Ayar Labs(비),,,US,PRIVATE
A_910,POET Technologies,POET테크놀로지스,POET,NASDAQ,US,STOCK
A_911,Hisense,하이센스,600060,SSE,CN,STOCK
