asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1085,Akeso,아케소,9926,HKEX,CN,STOCK
A_1086,BeiGene,비엔메디슨,BGNE,NASDAQ,US,STOCK
A_157,Jiangsu Hengrui Pharmaceuticals,헝루이제약,JHPCY,OTC,US,STOCK
A_1087,Legend Biotech,레전드바이오,LEGN,NASDAQ,US,STOCK
A_1088,WuXi AppTec,우시앱텍,603259,SSE,CN,STOCK
A_719,Samsung Biologics,삼성바이오로직스,207940,KOSPI,KR,STOCK
A_1089,Global X MSCI China Health Care ETF,CHIC,CHIC,NYSEARCA,US,ETF
A_875,KraneShares MSCI China Healthcare Index ETF,KURE,KURE,NYSEARCA,US,ETF
A_1090,TIGER China Biotech SOLACTIVE ETF,차이나바이오테크SOLACTIVE,,,KR,ETF
A_1091,KoAct China Bio Healthcare Active ETF,차이나바이오헬스케어액티브,,,KR,ETF
