asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_174,Ambiq Micro,앰빅마이크로,AMBQ,NYSE,US,STOCK
A_057,Ambarella,암바렐라,AMBA,NASDAQ,US,STOCK
A_060,NXP Semiconductors,NXP세미컨덕터,NXPI,NASDAQ,US,STOCK
A_058,ARM Holdings,암홀딩스,ARM,NASDAQ,US,STOCK
A_175,Silicon Labs,실리콘랩스,SLAB,NASDAQ,US,STOCK
A_176,CEVA,세바,CEVA,NASDAQ,US,STOCK
A_177,Lattice Semiconductor,래티스,LSCC,NASDAQ,US,STOCK
A_085,Samsung Electro-Mechanics,삼성전기,009150,KOSPI,KR,STOCK
A_080,LG Innotek,LG이노텍,011070,KOSPI,KR,STOCK
A_178,Edge Foundry,엣지파운드리,105550,KOSDAQ,KR,STOCK
