asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_603,POSCO Holdings,포스코홀딩스,005490,KOSPI,KR,STOCK
A_602,Hyundai Steel,현대제철,004020,KOSPI,KR,STOCK
A_601,Dongkuk Steel,동국제강,460860,KOSPI,KR,STOCK
A_604,SeAH Steel,세아제강,306200,KOSPI,KR,STOCK
A_753,Hyosung Heavy Industries,효성중공업,298040,KOSPI,KR,STOCK
A_746,Hanon Systems,한온시스템,018880,KOSPI,KR,STOCK
A_090,Samsung Heavy Industries,삼성중공업,010140,KOSPI,KR,STOCK
A_1308,Dongbang Ship Machinery,동방선기,099410,KOSDAQ,KR,STOCK
A_1309,Sungkwang Bend,성광벤드,014620,KOSDAQ,KR,STOCK
A_1310,Exion Group,엑시온그룹,069920,KOSDAQ,KR,STOCK
