asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_489,United States Natural Gas Fund,UNG,UNG,NYSEARCA,US,ETF
A_490,Energy Select Sector SPDR Fund,XLE,XLE,NYSEARCA,US,ETF
A_070,United States Oil Fund,USO,USO,NYSEARCA,US,ETF
A_063,SPDR Gold Shares,GLD,GLD,NYSEARCA,US,ETF
A_432,iShares U.S. Aerospace & Defense ETF,ITA,ITA,BATS,US,ETF
A_491,SPDR S&P Aerospace & Defense ETF,XAR,XAR,NYSEARCA,US,ETF
A_492,Amplify Bloomberg AI Value Chain ETF,BWET,BWET,NYSEARCA,US,ETF
A_266,Palantir Technologies,팔란티어,PLTR,NYSE,US,STOCK
A_280,CrowdStrike,크라우드스트라이크,CRWD,NASDAQ,US,STOCK
A_493,Palo Alto Networks,팔로알토네트웍스,PANW,NASDAQ,US,STOCK
A_494,PLUS K Defense ETF,PLUSK방산ETF,445690,KRX,KR,ETF
A_495,KODEX Energy Chemical ETF,KODEX에너지화학ETF,117460,KRX,KR,ETF
A_496,HMM,HMM,011200,KOSPI,KR,STOCK
A_497,Pan Ocean,팬오션,028670,KOSPI,KR,STOCK
A_498,KSS Line,KSS해운,044450,KOSPI,KR,STOCK
A_499,Korea Line,고려해운,005880,KOSPI,KR,STOCK
