asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_872,KraneShares CSI China Internet ETF,KWEB,KWEB,NYSEARCA,US,ETF
A_124,iShares MSCI China ETF,MCHI,MCHI,NASDAQ,US,ETF
A_873,KraneShares MSCI China Clean Technology ETF,KGRN,KGRN,NYSEARCA,US,ETF
A_874,Global X MSCI China Consumer Discretionary ETF,CHIQ,CHIQ,NYSEARCA,US,ETF
A_875,KraneShares MSCI China Healthcare Index ETF,KURE,KURE,NYSEARCA,US,ETF
A_876,KraneShares SSE STAR Market 50 Index ETF,KSTR,KSTR,NYSEARCA,US,ETF
A_877,Invesco China Technology ETF,CQQQ,CQQQ,NASDAQ,US,ETF
A_051,Alibaba,알리바바,BABA,NYSE,US,STOCK
A_052,Tencent,텐센트,TCEHY,OTC,US,STOCK
A_878,JD.com,징둥닷컴,JD,NASDAQ,US,STOCK
A_748,PDD Holdings,PDD,PDD,NASDAQ,US,STOCK
A_879,Industrial and Commercial Bank of China,ICBC,1398,HKEX,CN,STOCK
A_003,BYD Company,BYD,1211,HKEX,CN,STOCK
A_779,CATL,CATL,300750,SZSE,CN,STOCK
A_154,Meituan,메이퇀,MPNGY,OTC,US,STOCK
A_153,Xiaomi,샤오미,XIACY,OTC,US,STOCK
A_156,Midea Group,메이디그룹,MGCLY,OTC,US,STOCK
A_880,Haier Smart Home,하이얼,6690,HKEX,CN,STOCK
