asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_324,Lululemon Athletica,룰루레몬,LULU,NASDAQ,US,STOCK
A_159,ANTA Sports,안타스포츠,ANPDY,OTC,US,STOCK
A_834,Nike,나이키,NKE,NYSE,US,STOCK
A_835,Adidas,아디다스,ADDYY,OTC,US,STOCK
A_836,Li Ning,리닝,2331,HKEX,CN,STOCK
A_837,PVH Corp.,PVH,PVH,NYSE,US,STOCK
A_838,Levi Strauss,리바이스,LEVI,NYSE,US,STOCK
A_839,Guess,게스,GES,NYSE,US,STOCK
A_840,American Eagle Outfitters,아메리칸이글,AEO,NYSE,US,STOCK
A_841,Abercrombie & Fitch,아베크롬비,ANF,NYSE,US,STOCK
A_842,Urban Outfitters,어반아웃피터스,URBN,NASDAQ,US,STOCK
A_843,Inditex,인디텍스,ITX,MC,ES,STOCK
