asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_085,Samsung Electro-Mechanics,삼성전기,009150,KOSPI,KR,STOCK
A_080,LG Innotek,LG이노텍,011070,KOSPI,KR,STOCK
A_454,Nanya PCB,난야PCB,,,TW,STOCK
A_455,Kinsus,킨서스,,,TW,STOCK
A_456,Unimicron,유니마이크론,,,TW,STOCK
A_457,Ibiden,이비덴,4062,TSE,JP,STOCK
A_458,Haesung DS,해성디에스,195870,KOSPI,KR,STOCK
A_459,Korea Circuit,코리아써키트,007810,KOSPI,KR,STOCK
A_460,TLB,티엘비,356860,KOSDAQ,KR,STOCK
A_461,Simtech,심텍,222800,KOSDAQ,KR,STOCK
A_462,Daeduck Electronics,대덕전자,353200,KOSPI,KR,STOCK
A_463,Isu Petasys,이수페타시스,007660,KOSPI,KR,STOCK
