asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_1351,JFrog,제이프로그,FROG,NASDAQ,US,STOCK
A_1352,Fastly,패스틀리,FSLY,NYSE,US,STOCK
A_1353,UiPath,유아이패스,PATH,NYSE,US,STOCK
A_1354,BILL Holdings,빌홀딩스,BILL,NYSE,US,STOCK
A_1355,Confluent,컨플루언트,CFLT,NASDAQ,US,STOCK
A_040,MongoDB,몽고DB,MDB,NASDAQ,US,STOCK
A_276,Datadog,데이터독,DDOG,NASDAQ,US,STOCK
A_274,Snowflake,스노우플레이크,SNOW,NYSE,US,STOCK
A_1356,Semrush Holdings,SEMrush홀딩스,SEMR,NYSE,US,STOCK
A_1357,WisdomTree Cloud Computing Fund,WCLD ETF,WCLD,NASDAQ,US,ETF
A_1358,DigitalOcean Holdings,디지털오션홀딩스,DOCN,NYSE,US,STOCK
