asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_003,BYD Company,BYD,1211,HKEX,CN,STOCK
A_153,Xiaomi,샤오미,XIACY,OTC,US,STOCK
A_323,Inovance Technology,이노반스테크놀로지,300124,SZSE,CN,STOCK
A_778,Tianqi Lithium,티안치리튬,9696,HKEX,CN,STOCK
A_779,CATL,CATL,300750,SZSE,CN,STOCK
A_1199,Zhejiang Sanhua Intelligent Controls,저장싼화,002050,SZSE,CN,STOCK
A_1200,Seres Group,세레스그룹,9927,HKEX,CN,STOCK
A_1201,Leapmotor,리프모터,9863,HKEX,CN,STOCK
A_1202,Li Auto,리오토,LI,NASDAQ,CN,STOCK
A_1203,XPeng,샤오펑,XPEV,NYSE,CN,STOCK
A_1204,NIO,니오,NIO,NYSE,CN,STOCK
A_1205,SAIC Motor,상하이자동차,600104,SSE,CN,STOCK
A_1206,TIGER China Electric Vehicle SOLACTIVE,TIGER차이나전기차SOLACTIVE,371460,KRX,KR,ETF
