asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_142,Global X Autonomous & Electric Vehicles ETF,DRIV,DRIV,NASDAQ,US,ETF
A_143,iShares Self-Driving EV and Tech ETF,IDRV,IDRV,NYSEARCA,US,ETF
A_144,ARK Autonomous Technology & Robotics ETF,ARKQ,ARKQ,NYSEARCA,US,ETF
A_145,Global X Robotics & Artificial Intelligence ETF,BOTZ,BOTZ,NASDAQ,US,ETF
A_138,Aurora Innovation,오로라 이노베이션,AUR,NASDAQ,US,STOCK
A_139,Mobileye,모빌아이,MBLY,NASDAQ,US,STOCK
A_002,Tesla,테슬라,TSLA,NASDAQ,US,STOCK
A_053,Waymo,웨이모(비),,,US,PRIVATE
A_140,WeRide,위라이드,WRD,NASDAQ,US,STOCK
A_141,Pony AI,포니AI,PONY,NASDAQ,US,STOCK
A_054,Baidu Apollo,바이두아폴로(비),,,CN,PRIVATE
A_049,Baidu,바이두,BIDU,NASDAQ,US,STOCK
A_050,Alphabet,알파벳,GOOGL,NASDAQ,US,STOCK
