asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_557,CS Wind,씨에스윈드,112610,KOSPI,KR,STOCK
A_559,CS Bearing,씨에스베어링,297090,KOSDAQ,KR,STOCK
A_1196,Unison,유니슨,018000,KOSDAQ,KR,STOCK
A_1197,Taewoong,태웅,044490,KOSDAQ,KR,STOCK
A_558,Dongkuk S&C,동국S&C,100130,KOSDAQ,KR,STOCK
A_604,SeAH Steel,세아제강,306200,KOSPI,KR,STOCK
A_554,SK oceanplant,SK오션플랜트,100090,KOSDAQ,KR,STOCK
A_1198,GS Global,GS글로벌,001250,KOSPI,KR,STOCK
A_541,SK Eternix,SK이터닉스,475150,KOSPI,KR,STOCK
A_674,LS Marine Solution,LS마린솔루션,060370,KOSDAQ,KR,STOCK
A_547,KKR,KKR,KKR,NYSE,US,STOCK
